<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200710,000000,207.5000000,212.6000000,206.5700000,212.2800000,50631590
20200713,000000,213.8600000,214.2000000,208.1100000,208.3900000,51159680
20200714,000000,208.3800000,209.5800000,205.7000000,209.5000000,65996740
20200715,000000,210.2900000,211.8000000,207.6500000,211.0900000,49443460
20200716,000000,209.7000000,212.6000000,208.6300000,211.3500000,38986190
20200717,000000,211.6800000,212.1800000,209.8600000,210.8100000,36123640
20200720,000000,210.2700000,214.4800000,209.0800000,213.8900000,44482520
20200721,000000,215.0000000,219.1000000,214.3800000,215.7300000,75241030
20200722,000000,215.9800000,217.6500000,213.5600000,216.7100000,48418830
20200723,000000,217.4900000,219.2800000,215.0000000,215.4100000,43348380
20200724,000000,214.7800000,217.4100000,197.7300000,215.9700000,53375040
20200727,000000,216.6400000,218.3800000,215.1500000,216.9000000,38282820
20200728,000000,216.8200000,217.4200000,215.2500000,215.5300000,24557890
20200729,000000,215.8900000,219.1800000,215.6300000,219.1800000,41332240
20200730,000000,218.7100000,218.8800000,215.3400000,218.1500000,51172130
20200731,000000,218.1800000,221.9800000,217.4300000,221.5700000,59643550
20200803,000000,222.2700000,228.3600000,221.3000000,226.7200000,64491510
20200804,000000,227.3900000,228.8500000,225.6300000,227.1600000,41990440
20200805,000000,228.1500000,229.1700000,224.3100000,226.4000000,54596910
20200806,000000,226.6000000,227.4300000,224.3500000,226.0000000,30150840
20200807,000000,225.0500000,227.6000000,224.4600000,227.2800000,35603190
20200810,000000,227.8800000,228.7000000,224.5100000,225.9900000,43443970
20200811,000000,226.2100000,234.7300000,226.2100000,232.6500000,81839190
20200812,000000,233.1400000,242.5000000,233.0300000,242.4000000,100956370
20200813,000000,242.1400000,244.0400000,238.5700000,241.3900000,85633070
20200814,000000,242.0000000,242.2200000,238.4700000,239.9900000,44251150
20200817,000000,240.8000000,242.3500000,234.5000000,237.8000000,77010820
20200818,000000,236.8800000,239.8300000,235.6900000,236.3000000,36709210
20200819,000000,235.8900000,240.7500000,235.1900000,239.4000000,38198470
20200820,000000,238.4400000,238.5100000,230.3300000,232.4800000,116907020
20200821,000000,233.3200000,236.5000000,227.3500000,231.2200000,138860290
20200824,000000,232.5000000,233.7000000,230.2000000,231.8100000,44448280
20200825,000000,232.2200000,232.9700000,226.9000000,228.0800000,58959140
20200826,000000,228.3000000,229.4000000,224.7000000,227.8000000,75719340
20200827,000000,227.8000000,229.9800000,225.6000000,226.2300000,51005540
20200828,000000,227.0000000,228.1000000,225.1900000,226.3000000,40700580
20200831,000000,227.0200000,229.7100000,225.0000000,226.1000000,61944640
20200901,000000,226.7100000,227.9700000,226.0100000,227.6400000,37502870
20200902,000000,228.5600000,228.7500000,220.8500000,222.5700000,77783830
20200903,000000,221.7000000,224.2300000,218.0000000,218.3200000,69352330
20200904,000000,218.0100000,222.5000000,216.7500000,222.2100000,70514060
20200907,000000,221.5800000,224.2000000,220.5000000,221.3200000,59227020
20200908,000000,222.0100000,222.4800000,216.2900000,217.6800000,69809370
20200909,000000,217.0300000,218.8800000,216.8000000,218.0000000,47977600
20200910,000000,218.2500000,222.1500000,215.7900000,220.6000000,71152000
20200911,000000,221.2200000,223.1500000,219.7500000,221.0700000,45633510
20200914,000000,222.3200000,227.5400000,222.1300000,227.3700000,62798500
20200915,000000,228.2100000,231.9500000,227.3900000,231.5000000,61742490
20200916,000000,231.7300000,232.6000000,230.1500000,231.0600000,39547830
20200917,000000,229.1000000,231.7500000,228.5700000,231.4600000,48862560
20200918,000000,232.0100000,232.5900000,229.0000000,230.3000000,54568200
20200921,000000,229.8800000,230.0700000,223.4900000,226.2500000,70253350
20200922,000000,226.0100000,230.2800000,225.4600000,229.8800000,66529120
20200923,000000,230.0500000,232.1000000,227.6100000,228.5000000,71209480
20200924,000000,227.7000000,231.1000000,225.7500000,228.1700000,81830090
20200925,000000,229.0100000,229.3000000,226.2500000,228.2400000,60095930
20200928,000000,228.7900000,229.5500000,227.3500000,228.6300000,64238440
20200929,000000,228.8500000,228.8500000,223.1000000,225.4800000,90380110
20200930,000000,224.4400000,230.7500000,223.2500000,229.1400000,78547070
20201001,000000,229.1400000,229.9000000,226.8600000,227.2300000,77695460
20201002,000000,210.4000000,211.3900000,206.5000000,208.8000000,113333260
20201005,000000,209.6000000,210.6900000,207.7200000,208.8900000,45503950
20201006,000000,209.0000000,212.9900000,208.3500000,211.1800000,87494140
20201007,000000,211.3100000,212.6600000,209.0300000,210.6000000,61938560
20201008,000000,211.2100000,211.4300000,207.2600000,207.9700000,49386720
20201009,000000,208.4600000,208.9600000,204.4000000,205.3800000,65464660
20201012,000000,205.9700000,208.4900000,204.5700000,206.1800000,52059840
20201013,000000,205.9200000,207.6400000,204.7700000,205.0300000,45995460
20201014,000000,205.1300000,208.0000000,204.7800000,207.8300000,46800230
20201015,000000,207.4500000,207.5700000,201.9500000,203.8500000,76453110
20201016,000000,204.0100000,204.2500000,200.5000000,201.1700000,66207070
20201019,000000,201.5900000,204.0000000,201.5900000,202.7800000,47388190
20201020,000000,203.0000000,209.7600000,202.5000000,209.5400000,80894090
20201021,000000,210.0400000,213.2500000,208.9000000,210.3300000,82434060
20201022,000000,209.5800000,211.5300000,207.8400000,210.2100000,46737620
20201023,000000,210.0000000,214.7300000,209.1500000,214.5000000,75208650
20201026,000000,213.4000000,214.4500000,210.5000000,211.1000000,58821670
20201027,000000,211.5000000,212.2900000,206.6600000,207.6400000,61053270
20201028,000000,206.9100000,206.9400000,202.3000000,204.7300000,70128700
20201029,000000,206.5100000,207.3300000,203.6400000,205.5800000,91297990
20201030,000000,203.6600000,204.8400000,200.6100000,200.9900000,83424060
20201102,000000,200.4400000,204.5900000,196.1500000,204.5000000,82202910
20201103,000000,205.7000000,211.1100000,203.8000000,209.2000000,90250210
20201105,000000,214.4000000,218.6500000,211.4300000,216.7000000,152059160
20201106,000000,215.8000000,218.2900000,213.0000000,217.5000000,94928190
20201109,000000,220.0000000,231.3000000,218.7000000,228.0500000,217217210
20201110,000000,227.1800000,237.6000000,226.2700000,236.1000000,229431100
20201111,000000,237.0000000,245.9800000,236.8900000,244.2000000,234734740
20201112,000000,243.3100000,245.7200000,240.2200000,242.0800000,151362110
20201113,000000,242.0100000,244.1400000,238.6200000,242.9900000,106127700
20201116,000000,244.1400000,248.7300000,244.0000000,247.9900000,113715900
20201117,000000,247.9900000,249.8400000,243.4100000,245.7000000,94861740
20201118,000000,245.0700000,247.2300000,242.5900000,242.7100000,60036860
20201119,000000,242.5000000,243.4900000,237.3400000,240.2700000,96933550
20201120,000000,239.7000000,240.7700000,236.5700000,239.4200000,48707710
20201123,000000,240.4600000,243.8700000,238.5200000,239.7000000,74750590
20201124,000000,241.5100000,247.8500000,239.5700000,247.3300000,84391720
20201125,000000,247.9500000,252.2000000,246.5500000,251.9100000,133279720
20201126,000000,252.2000000,252.8800000,247.4400000,250.1000000,79802600
20201127,000000,250.3100000,252.2600000,248.0300000,251.5900000,51413850
20201130,000000,249.7200000,251.0000000,245.9800000,249.6300000,112040430
20201201,000000,250.7100000,260.9900000,249.8000000,260.8100000,132045800
20201202,000000,260.0500000,264.9900000,258.8000000,264.0600000,93270290
20201203,000000,264.4900000,264.6300000,260.8500000,263.1400000,62219970
20201204,000000,264.6500000,270.8400000,264.5000000,270.0000000,94546040
20201207,000000,269.2000000,276.1300000,268.1000000,274.3600000,94682100
20201208,000000,274.4400000,276.6600000,271.5200000,275.4900000,78823270
20201209,000000,276.1900000,279.4200000,275.8700000,276.8900000,73606600
20201210,000000,276.7000000,282.2000000,275.2000000,282.2000000,75547130
20201211,000000,282.5000000,284.6000000,279.7800000,283.7300000,76031520
20201214,000000,285.0200000,287.7400000,277.1000000,279.9500000,90216400
20201215,000000,278.5300000,283.7600000,276.0700000,278.7000000,84170420
20201216,000000,278.0000000,280.8400000,276.1400000,278.3500000,54712610
20201217,000000,279.8400000,285.1600000,276.5400000,278.5000000,92056470
20201218,000000,277.4000000,277.4000000,268.5200000,270.1600000,99129600
20201221,000000,266.4000000,267.3400000,259.7000000,261.7900000,120329330
20201222,000000,259.5500000,267.4200000,257.0500000,262.0400000,105345250
20201223,000000,262.2000000,270.2900000,260.2200000,270.1000000,67880370
20201224,000000,271.9000000,272.8200000,267.1300000,269.3200000,42447420
20201225,000000,269.9300000,271.0000000,268.2800000,270.6400000,11978340
20201228,000000,270.8900000,275.1900000,269.7300000,274.7000000,38838530
20201229,000000,275.9100000,276.4300000,271.2600000,272.0000000,38984890
20201230,000000,272.5000000,274.2400000,270.1200000,271.6500000,31509500
20210104,000000,274.6700000,276.6000000,270.6100000,272.0000000,48799460
20210105,000000,272.6700000,275.7000000,270.2800000,275.2000000,45554100
20210106,000000,275.9000000,275.9200000,271.6200000,272.9300000,40905340
20210108,000000,275.1100000,283.9900000,275.1100000,283.6400000,88672940
20210111,000000,282.7500000,292.9500000,279.4800000,289.4900000,112210400
20210112,000000,290.5000000,296.0700000,286.7000000,289.9900000,78890100
20210113,000000,291.0100000,292.4600000,283.1000000,283.7800000,67489780
20210114,000000,284.0000000,286.9000000,279.0600000,284.7900000,74616910
20210115,000000,282.5500000,286.1600000,276.0000000,276.9000000,73687110
20210118,000000,275.7300000,281.3000000,272.9500000,279.7900000,73676310
20210119,000000,280.9800000,282.8000000,276.4200000,278.1900000,55682850
20210120,000000,278.6300000,282.4900000,276.7700000,279.8000000,47858610
20210121,000000,280.7800000,281.5400000,272.8400000,274.4000000,83765230
20210122,000000,273.0000000,273.3000000,266.7800000,268.2500000,86899970
20210125,000000,270.5400000,273.6300000,261.6500000,265.3000000,114068450
20210126,000000,262.9000000,269.5700000,262.6100000,269.3400000,75094890
20210127,000000,270.0700000,273.8000000,265.0200000,265.5000000,100046360
20210128,000000,263.5000000,267.1700000,261.1700000,265.9600000,81088040
20210129,000000,263.9200000,264.7500000,257.3600000,258.1100000,120025230
20210201,000000,260.0000000,264.0600000,258.7300000,263.8000000,63050800
20210202,000000,265.0000000,268.3900000,263.0500000,263.1500000,79360220
20210203,000000,264.2500000,268.1400000,261.0500000,263.5300000,77585700
20210204,000000,263.2100000,270.6000000,262.3400000,270.1100000,78873410
20210205,000000,271.9900000,272.5700000,268.8700000,271.7000000,71697410
20210208,000000,273.0100000,275.5800000,272.3200000,275.2000000,51720410
20210209,000000,275.9900000,276.2900000,267.1900000,268.9800000,91773840
20210210,000000,269.2800000,270.9900000,265.2000000,265.9000000,63033470
20210211,000000,265.4900000,266.9000000,263.7500000,264.7000000,38615960
20210212,000000,263.9900000,266.4400000,258.5500000,266.0000000,81585980
20210215,000000,268.4900000,271.8700000,267.0700000,271.8100000,56766380
20210216,000000,272.3100000,272.8000000,268.2700000,270.9000000,62992920
20210217,000000,270.9200000,275.0700000,267.5600000,270.9000000,79087080
20210218,000000,270.3500000,272.4600000,266.2100000,266.9900000,58686040
20210219,000000,266.1200000,272.8100000,264.1900000,271.3400000,59193580
20210220,000000,271.0000000,271.0000000,269.0200000,270.5100000,8738250
20210222,000000,270.3700000,274.4600000,268.1200000,273.7100000,48095910
20210224,000000,272.1200000,272.7500000,269.4200000,271.9000000,64101830
20210225,000000,273.6000000,276.4800000,270.6500000,270.7100000,79566390
20210226,000000,268.0000000,272.4900000,266.4300000,270.1700000,74446940
20210301,000000,273.0000000,274.7300000,271.1300000,273.5800000,35741070
20210302,000000,271.8900000,280.0000000,271.6000000,279.1000000,71481180
20210303,000000,281.7000000,283.8300000,277.6300000,278.0100000,64113880
20210304,000000,278.5300000,281.9600000,273.6300000,274.7500000,91841080
20210305,000000,276.1200000,278.9800000,272.7600000,277.5000000,83301590
20210309,000000,278.7100000,286.3800000,277.5600000,285.7900000,72592390
20210310,000000,285.2300000,288.0000000,281.0000000,282.2400000,55067560
20210311,000000,283.8600000,286.3800000,282.3000000,286.0000000,47203100
20210312,000000,286.3000000,287.4900000,282.8200000,284.9300000,51362640
20210315,000000,286.0700000,292.9200000,285.2800000,292.7400000,67756210
20210316,000000,293.0700000,293.8800000,288.6100000,292.3300000,53891160
20210317,000000,292.3800000,293.2500000,279.6000000,283.3500000,110247040
20210318,000000,284.0600000,285.7900000,278.2400000,279.2500000,74060790
20210319,000000,279.0000000,286.3100000,278.0300000,285.4700000,84214320
20210322,000000,285.0000000,291.2000000,283.0800000,288.6500000,62697960
20210323,000000,287.6000000,288.3000000,282.1100000,282.6000000,70668340
20210324,000000,283.3000000,288.0000000,282.2500000,285.7900000,46388650
20210325,000000,286.3300000,287.0300000,283.8500000,286.6600000,35114120
20210326,000000,288.6000000,292.7500000,288.3200000,291.2200000,55889260
20210329,000000,289.7200000,294.0900000,289.2600000,293.3000000,43631060
20210330,000000,294.6000000,295.7200000,291.5000000,293.2500000,38637210
20210331,000000,294.0000000,294.4200000,290.2600000,291.0200000,46972400
20210401,000000,292.0000000,294.7200000,288.4300000,290.2400000,51532880
20210402,000000,290.8100000,292.4000000,289.1400000,291.7000000,19262050
20210405,000000,290.8000000,291.4800000,287.0700000,288.7800000,35298970
20210406,000000,289.0000000,289.4300000,281.3700000,281.5000000,77497430
20210407,000000,281.6600000,284.2900000,278.5400000,283.9800000,74087530
20210408,000000,284.6200000,286.2000000,282.1700000,283.8900000,51161440
20210409,000000,283.4400000,283.7900000,280.0900000,281.0700000,40018040
20210412,000000,278.2100000,285.3500000,278.0000000,281.7500000,57020860
20210413,000000,282.9000000,288.2000000,281.1400000,287.9500000,67878750
20210414,000000,290.0000000,291.5800000,286.7200000,287.1800000,58993600
20210415,000000,281.5000000,285.1900000,280.8700000,283.7200000,87528200
20210416,000000,285.7000000,289.3000000,284.0800000,288.5000000,63355410
20210419,000000,287.9000000,289.2500000,286.0400000,287.7200000,51231790
20210420,000000,288.9000000,290.9200000,286.5900000,287.4200000,63069010
20210421,000000,288.0400000,290.2000000,287.0600000,289.2500000,49661560
20210422,000000,289.0400000,294.6700000,286.9300000,292.1800000,73621930
20210423,000000,293.1600000,294.2000000,290.7800000,293.1900000,42551750
20210426,000000,294.3000000,296.4800000,293.1000000,295.2700000,45676020
20210427,000000,295.7400000,300.2500000,295.6100000,298.5000000,62822260
20210428,000000,298.8400000,299.2600000,295.8900000,298.4900000,40549200
20210429,000000,301.0500000,301.8400000,294.7900000,297.1000000,56771630
20210430,000000,296.9200000,298.1000000,295.0300000,297.7300000,35662800
20210504,000000,298.7000000,304.2300000,298.2000000,303.7000000,60366580
20210505,000000,304.0100000,306.0300000,302.7100000,305.9900000,41550150
20210506,000000,306.2900000,314.9800000,306.2500000,314.7200000,62553900
20210507,000000,316.0100000,319.1600000,315.4800000,317.9400000,56349650
20210510,000000,318.2700000,320.1900000,314.3100000,320.1900000,59207110
20210511,000000,303.0500000,309.4800000,301.0000000,307.1600000,79006340
20210512,000000,307.4000000,309.2400000,302.0000000,302.0200000,56079760
20210513,000000,302.1500000,306.8600000,299.3300000,306.7400000,57632810
20210514,000000,308.2000000,308.2400000,302.3300000,304.1000000,26784400
20210517,000000,303.5000000,305.2400000,301.0100000,303.9400000,28344110
20210518,000000,305.0400000,306.6200000,303.3300000,305.7800000,35434660
20210519,000000,304.3800000,304.8800000,295.1000000,297.0000000,71633830
20210520,000000,297.9400000,298.3700000,293.0000000,296.7200000,58479500
20210521,000000,296.8200000,302.9800000,294.9000000,301.2300000,51370530
20210524,000000,302.0500000,304.7500000,299.5900000,300.7000000,30764260
20210525,000000,301.7800000,307.4000000,301.5700000,306.8000000,37526860
20210526,000000,307.8100000,309.5000000,305.3300000,307.0100000,35255410
20210527,000000,306.3900000,313.9000000,305.7200000,312.7200000,70727920
20210528,000000,313.3000000,314.0000000,309.0600000,309.5600000,35412970
20210531,000000,309.3000000,312.6000000,308.8200000,310.7900000,23651780
20210601,000000,312.6000000,314.1700000,310.0300000,311.6000000,37510420
20210602,000000,311.5900000,314.0000000,310.6100000,313.9800000,26981700
20210603,000000,314.8000000,315.7100000,309.8700000,312.4100000,34459100
20210604,000000,313.0000000,313.0000000,307.6000000,310.9400000,37077640
20210607,000000,310.0300000,316.0000000,308.5700000,315.5300000,40149880
20210608,000000,315.2600000,316.1800000,312.5000000,314.8300000,34909350
20210609,000000,315.0100000,315.9000000,312.9000000,314.7800000,25115980
20210610,000000,314.8000000,316.5800000,313.7600000,314.6200000,29201370
20210611,000000,314.8800000,315.0800000,312.5000000,313.0000000,21902100
20210614,000000,313.4800000,314.8700000,310.4000000,314.1200000,25494830
20210615,000000,314.1300000,315.6000000,312.4000000,312.5100000,29704890
20210616,000000,312.5000000,314.5400000,311.0300000,311.6100000,38224960
20210617,000000,311.0000000,315.4200000,310.4600000,313.9000000,44164540
20210618,000000,313.4400000,313.8200000,308.1300000,309.3000000,62327060
20210621,000000,308.4500000,310.4000000,306.5600000,310.4000000,36086020
20210622,000000,310.7900000,311.1700000,308.1300000,309.7300000,23511320
20210623,000000,310.4000000,312.0000000,308.6900000,309.7900000,24810790
20210624,000000,309.8200000,311.2000000,308.8400000,310.0000000,19708450
20210625,000000,310.4100000,312.5000000,309.8200000,311.8100000,22588790
20210628,000000,311.7600000,312.0600000,309.1300000,309.4800000,19409430
20210629,000000,308.7000000,309.2300000,303.6600000,306.1000000,33868700
20210630,000000,306.3500000,306.9100000,303.3400000,306.4500000,31492940
20210701,000000,306.1900000,307.3500000,305.0000000,305.7800000,19958090
20210702,000000,305.5900000,308.3700000,304.7100000,307.3900000,28893920
20210705,000000,307.8100000,308.1100000,304.8000000,307.0000000,16481560
20210706,000000,307.3200000,307.5900000,302.3700000,303.3400000,32667720
20210707,000000,303.5600000,306.2000000,302.8500000,304.0600000,22612920
20210708,000000,302.9900000,304.3000000,300.6200000,302.6300000,30696840
20210709,000000,302.7100000,304.1000000,301.2200000,303.5600000,20523480
20210712,000000,303.5600000,306.2700000,301.5200000,306.2300000,25280830
20210713,000000,306.8500000,307.2200000,302.1100000,303.0000000,21233230
20210714,000000,302.7000000,303.6900000,300.7400000,301.5000000,23920780
20210715,000000,301.1900000,303.5000000,299.7700000,301.7200000,21082200
20210716,000000,301.9200000,304.7800000,298.5700000,298.8500000,34532240
20210719,000000,298.0000000,298.3600000,290.0300000,291.4600000,41244150
20210720,000000,292.3400000,296.8000000,292.3000000,296.1000000,35564960
20210721,000000,296.0100000,296.9400000,293.5400000,294.8600000,17526680
20210722,000000,295.7700000,298.1700000,294.4300000,297.2700000,20319290
20210723,000000,297.5000000,298.6900000,295.0400000,296.3800000,14959920
20210726,000000,293.9900000,303.6800000,291.9800000,303.3400000,33887060
20210727,000000,302.6600000,304.5900000,299.3800000,299.7100000,38559430
20210728,000000,300.4800000,302.9800000,300.0000000,302.9000000,26896580
20210729,000000,304.1400000,305.2700000,303.0300000,303.1200000,27950010
20210730,000000,302.4200000,306.6700000,301.1200000,305.5900000,49522680
20210802,000000,306.3100000,308.6300000,306.0600000,306.5100000,31506510
20210803,000000,306.3100000,309.8900000,306.2500000,309.8900000,33788860
20210804,000000,310.2600000,312.0000000,309.2500000,311.1000000,30666580
20210805,000000,311.0200000,315.9100000,310.8200000,315.8200000,37290300
20210806,000000,316.1000000,320.0000000,315.3100000,319.1500000,54096400
20210809,000000,318.5600000,328.3000000,317.6200000,326.9100000,71958140
20210810,000000,328.0500000,331.2900000,326.9700000,330.1100000,41507840
20210811,000000,330.7000000,330.9800000,326.2100000,329.9000000,34418000
20210812,000000,330.0000000,330.6400000,327.3000000,328.5700000,20985080
20210813,000000,328.6000000,330.2700000,327.3100000,328.6800000,18758270
20210816,000000,327.5600000,330.5200000,327.1300000,329.3600000,23916510
20210817,000000,329.0000000,335.7000000,328.5500000,334.5000000,42463620
20210818,000000,336.0500000,338.9900000,333.2600000,334.9000000,36270350
20210819,000000,333.5000000,334.0000000,329.1000000,332.6900000,45936410
20210820,000000,332.2000000,333.2700000,325.1700000,325.6700000,36352850
20210823,000000,327.8500000,329.8100000,326.5500000,329.2200000,20539290
20210824,000000,330.3700000,331.2200000,323.3200000,324.8300000,35650540
20210825,000000,324.2900000,325.3200000,321.2600000,324.5700000,28071640
20210826,000000,324.0300000,325.5500000,320.5800000,322.5400000,27463480
20210827,000000,323.7400000,327.5000000,321.8000000,327.4100000,27792410
20210830,000000,328.4200000,329.3800000,326.5100000,328.2800000,20356090
20210831,000000,328.5400000,330.4800000,327.3000000,327.9400000,32440160
20210901,000000,328.8700000,334.6400000,328.0300000,334.5700000,30671130
20210902,000000,334.6700000,334.9100000,328.7700000,329.0000000,31562590
20210903,000000,329.4700000,330.5300000,326.6200000,329.7100000,29597400
20210906,000000,330.0000000,331.4500000,328.5000000,329.3700000,17467620
20210907,000000,329.8200000,330.7300000,324.6400000,325.9600000,24443360
20210908,000000,325.9600000,332.7400000,322.8400000,331.7000000,47818530
20210909,000000,330.4000000,330.4000000,325.6900000,326.0100000,29884250
20210910,000000,328.0100000,328.4300000,325.2100000,326.2500000,17390450
20210913,000000,327.0200000,328.1400000,324.0100000,327.4100000,24349520
20210914,000000,327.4500000,328.8400000,325.4800000,326.4800000,22491700
20210915,000000,326.4600000,334.6000000,326.4600000,333.5100000,43810600
20210916,000000,333.0400000,334.5000000,324.9100000,326.9900000,62479270
20210917,000000,326.9000000,331.7300000,325.7000000,329.5600000,54120880
20210920,000000,327.0100000,328.8500000,325.0000000,326.9200000,31671550
20210921,000000,328.4400000,329.4800000,322.3900000,323.2500000,47704160
20210922,000000,325.2800000,328.9000000,322.5000000,327.8000000,38085450
20210923,000000,328.9400000,329.4000000,325.1300000,327.0200000,27033650
20210924,000000,326.0800000,326.2300000,323.6200000,325.4400000,24552590
20210927,000000,326.3200000,332.4600000,326.0900000,331.6800000,34346920
20210928,000000,332.0600000,334.4800000,328.3200000,329.3000000,52511780
20210929,000000,329.0900000,330.4500000,327.1500000,328.4300000,27597990
20210930,000000,329.9800000,342.2000000,329.4500000,340.9900000,83549930
20211001,000000,339.2100000,339.9400000,336.0800000,338.4800000,37617680
20211004,000000,337.8100000,349.3100000,336.2200000,345.8500000,59987320
20211005,000000,346.7900000,365.0000000,344.9000000,363.2000000,86810410
20211006,000000,366.0000000,375.4800000,359.3500000,364.2800000,95588390
20211007,000000,367.6900000,374.0000000,365.8800000,368.9300000,49466740
20211008,000000,369.5000000,374.5500000,368.0000000,373.0100000,31010000
20211011,000000,375.0500000,388.1100000,375.0000000,387.6000000,66555950
20211012,000000,385.9000000,386.8600000,376.7200000,377.7900000,51365340
20211013,000000,378.7000000,380.9100000,370.8100000,378.8000000,54668150
20211014,000000,382.0200000,383.1300000,374.5700000,376.0900000,36290870
20211015,000000,377.5000000,378.4100000,370.4300000,371.8200000,37276570
20211018,000000,369.3500000,369.9100000,363.7500000,364.6000000,38112280
20211019,000000,365.6800000,373.4000000,361.5000000,373.1800000,40008020
20211020,000000,371.8300000,371.9700000,367.1000000,370.1600000,27515020
20211021,000000,368.2000000,371.1400000,363.2000000,364.6000000,24461840
20211022,000000,364.0600000,370.3900000,362.3700000,364.3700000,26322460
20211025,000000,366.1900000,371.7000000,361.6800000,369.9900000,35623260
20211026,000000,369.8900000,374.6300000,365.6600000,372.1600000,41746810
20211027,000000,371.0000000,374.0000000,366.5100000,371.3600000,36305740
20211028,000000,370.5000000,374.9200000,362.3200000,365.3600000,53785930
20211029,000000,364.3300000,364.3300000,352.6800000,356.1400000,53476690
20211101,000000,356.1400000,371.4700000,356.1400000,370.9600000,55120560
20211102,000000,370.9800000,374.0000000,367.2000000,370.7000000,37697650
20211103,000000,370.0000000,370.5000000,365.0300000,370.1300000,30833580
20211105,000000,366.9800000,367.5600000,358.5000000,360.2100000,39012570
20211108,000000,362.5900000,363.9700000,355.6000000,358.3900000,39658600
20211109,000000,358.4100000,364.5800000,355.6000000,357.4400000,41687090
20211110,000000,356.6800000,358.8000000,348.0000000,348.6500000,46528570
20211111,000000,350.1400000,357.8900000,347.2200000,356.2400000,42860130
20211112,000000,356.2400000,356.3700000,339.6800000,347.5900000,100664120
20211115,000000,348.6700000,352.8000000,342.7600000,344.3900000,59812240
20211116,000000,345.9100000,346.4700000,336.0100000,337.9100000,61959550
20211117,000000,338.0000000,343.5700000,336.6000000,339.8900000,49464380
20211118,000000,338.9000000,343.1200000,333.5000000,336.9300000,47108510
20211119,000000,339.3700000,339.9900000,325.7000000,327.5600000,66943180
20211122,000000,326.0300000,326.3900000,306.6700000,309.1500000,144324090
20211123,000000,306.2800000,327.0100000,300.1000000,326.8400000,144820750
20211124,000000,328.0000000,329.9700000,317.3500000,321.2200000,77871110
20211125,000000,322.3700000,322.9600000,316.1100000,317.2900000,44048010
20211126,000000,307.1300000,312.0000000,303.2200000,304.4200000,90384610
20211129,000000,311.1400000,322.1500000,309.4200000,316.5700000,82133140
20211130,000000,311.0000000,318.5800000,310.0900000,315.0000000,98128940
20211201,000000,321.3500000,329.4400000,319.5100000,324.4000000,69783520
20211202,000000,325.2100000,329.0000000,320.5400000,326.8000000,61404320
20211203,000000,327.6000000,328.9500000,318.4000000,320.6600000,43075790
20211206,000000,322.0000000,324.1600000,304.1800000,307.5000000,99674420
20211207,000000,307.5000000,313.0300000,300.5000000,309.7900000,154149090
20211208,000000,310.9700000,316.8800000,291.5700000,296.9500000,241030570
20211209,000000,297.4900000,304.9400000,292.5000000,300.4000000,133927110
20211210,000000,300.4100000,304.2800000,294.4300000,297.4400000,82043690
20211213,000000,298.2800000,300.9900000,280.0800000,280.6400000,146306320
20211214,000000,280.2100000,286.0900000,261.5000000,284.9000000,176473700
20211215,000000,285.0000000,287.7900000,279.4400000,286.6500000,87516430
20211216,000000,287.7500000,298.7000000,286.2000000,295.8900000,134776020
20211217,000000,295.0000000,296.7300000,291.6100000,294.9000000,109764650
20211220,000000,293.1100000,293.1100000,285.6300000,288.4000000,79622500
20211221,000000,289.8000000,293.4000000,286.7600000,291.7000000,64919700
20211222,000000,291.8300000,297.2300000,289.2300000,294.0000000,63855050
20211223,000000,294.6800000,298.1000000,291.2600000,292.8000000,55531330
20211224,000000,293.0000000,294.1800000,289.0000000,293.8900000,37669750
20211227,000000,294.7900000,296.0000000,293.3700000,295.6800000,35728530
20211228,000000,295.8400000,297.5500000,294.1800000,295.0000000,37853360
20211229,000000,295.0500000,295.5500000,291.3300000,293.5100000,37668260
20211230,000000,293.6100000,294.8900000,291.5200000,293.4900000,42566850
20220103,000000,295.9000000,305.5000000,294.3400000,305.4700000,50156260
20220104,000000,305.5100000,310.1000000,301.6300000,304.2400000,53268220
20220105,000000,303.5600000,304.2600000,287.0000000,287.0100000,70015940
20220106,000000,286.8600000,295.1000000,281.0000000,293.9200000,79329410
20220110,000000,295.5300000,298.8800000,288.6800000,291.6900000,67393720
20220111,000000,292.9300000,293.9400000,288.7100000,291.8800000,58894910
20220112,000000,292.5000000,292.9200000,285.0500000,290.4000000,81815210
20220113,000000,289.6900000,290.3700000,269.9000000,272.5000000,211547650
20220114,000000,272.3900000,277.9800000,249.2000000,261.0000000,406232780
20220117,000000,262.2000000,264.0100000,247.0000000,257.7800000,248613210
20220118,000000,258.8000000,259.3900000,228.0900000,234.7000000,484049150
20220119,000000,232.8900000,249.0000000,221.0300000,244.8600000,360884470
20220120,000000,244.1200000,263.0000000,240.0100000,254.6100000,329059220
20220121,000000,252.9800000,259.0800000,246.0000000,246.9000000,295614320
20220124,000000,246.5100000,249.8800000,226.0000000,236.9700000,325615680
20220125,000000,236.9900000,243.5500000,231.0000000,239.5900000,232503340
20220126,000000,240.0600000,245.1700000,233.3000000,236.9000000,224800440
20220127,000000,234.9900000,260.0000000,233.1000000,254.2900000,301187890
20220128,000000,255.8600000,262.0000000,252.0200000,257.8200000,204153960
20220131,000000,258.8800000,269.6000000,258.8100000,269.4200000,156087540
