<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190204,000000,216.2500000,217.1400000,215.0600000,215.5000000,40874530
20190205,000000,216.0000000,218.5500000,214.6100000,217.8500000,46589060
20190206,000000,217.9200000,218.1500000,215.4100000,216.5900000,46139530
20190207,000000,216.0000000,216.6500000,210.6000000,211.0100000,69155220
20190208,000000,209.9900000,211.9300000,208.7000000,210.4300000,51480680
20190211,000000,211.0000000,214.7200000,210.8000000,214.0000000,49597150
20190212,000000,214.7300000,219.4500000,214.6000000,219.1000000,73524360
20190213,000000,219.6000000,220.7000000,213.1000000,213.9000000,85042730
20190214,000000,208.5000000,209.8500000,201.7000000,204.4300000,154867810
20190215,000000,205.9400000,209.0000000,205.5200000,208.0000000,78872640
20190218,000000,208.7000000,209.7300000,203.2000000,204.1900000,76368650
20190219,000000,203.6000000,205.6000000,201.1000000,202.0800000,66628330
20190220,000000,203.9000000,206.8900000,203.2300000,206.8900000,66614210
20190221,000000,207.5600000,207.8700000,202.3000000,203.4100000,68058950
20190222,000000,203.6200000,206.1000000,203.0300000,205.2500000,45737340
20190225,000000,205.5000000,208.6000000,204.2000000,205.8600000,70760670
20190226,000000,204.8000000,205.8000000,202.9000000,205.8000000,50742950
20190227,000000,206.0600000,206.9000000,203.9000000,205.4000000,54017660
20190228,000000,205.0000000,208.8900000,204.1600000,207.8000000,62293690
20190301,000000,208.4400000,209.0000000,206.1000000,206.5400000,46000050
20190304,000000,207.0200000,207.5000000,205.2500000,205.5000000,31471880
20190305,000000,204.8400000,204.9000000,202.2500000,202.9200000,46296020
20190306,000000,202.8900000,205.7000000,202.6000000,205.0000000,52926540
20190307,000000,205.1000000,206.6700000,203.5000000,203.9500000,46053890
20190311,000000,203.2000000,205.6000000,202.5600000,205.2500000,42374840
20190312,000000,206.5000000,206.8900000,204.4000000,205.1000000,42016460
20190313,000000,204.6900000,206.0000000,203.8000000,206.0000000,28504220
20190314,000000,205.6000000,206.3800000,203.5000000,203.6600000,43825330
20190315,000000,204.2000000,204.9500000,203.5500000,203.5500000,35811130
20190318,000000,204.2500000,206.1400000,204.1100000,205.9000000,40789510
20190319,000000,206.4000000,208.3100000,205.9300000,207.7000000,47705420
20190320,000000,207.5500000,209.8400000,206.4000000,209.8000000,55498860
20190321,000000,210.2700000,212.2900000,209.7700000,210.6100000,66856470
20190322,000000,210.6500000,211.2900000,206.7000000,207.7000000,49381080
20190325,000000,206.6600000,214.2000000,205.5500000,214.0000000,107953490
20190326,000000,214.7100000,218.4600000,213.1300000,218.0000000,81274550
20190327,000000,218.2100000,219.2500000,214.1000000,214.1000000,71870510
20190328,000000,214.1400000,215.9500000,213.7200000,215.0700000,47481780
20190329,000000,216.0000000,218.1900000,214.4000000,214.4200000,85726830
20190401,000000,215.0500000,218.1100000,215.0100000,217.7000000,51669790
20190402,000000,218.7500000,219.3200000,216.8000000,218.2300000,49132320
20190403,000000,220.1200000,224.1600000,218.8800000,219.0500000,91987840
20190404,000000,218.5000000,221.8500000,218.0100000,221.8000000,51920220
20190405,000000,222.3500000,227.7000000,222.0300000,227.5000000,77930270
20190408,000000,227.9000000,232.3000000,227.9000000,232.3000000,70830180
20190409,000000,233.5400000,238.9000000,232.3900000,238.0000000,117168650
20190410,000000,239.0000000,245.2500000,237.9400000,243.6800000,129029970
20190411,000000,244.4000000,247.2300000,238.8600000,238.8600000,105320630
20190412,000000,239.9700000,243.1500000,237.0000000,239.5000000,96065730
20190415,000000,240.3900000,242.3000000,237.0600000,237.8000000,47848560
20190416,000000,239.0000000,239.5000000,232.3200000,233.2400000,86383980
20190417,000000,234.5200000,235.7500000,232.0000000,234.3000000,70133760
20190418,000000,233.8000000,234.1100000,230.8400000,232.7900000,55682060
20190419,000000,233.4800000,233.5000000,231.9000000,232.6000000,12238240
20190422,000000,233.7000000,236.0900000,233.0500000,235.4100000,44233210
20190423,000000,235.9900000,237.5600000,234.1600000,235.6700000,56823030
20190424,000000,235.0000000,236.4700000,233.9400000,236.0000000,43602000
20190425,000000,235.6800000,236.0000000,227.8000000,227.8000000,100789420
20190426,000000,227.4700000,227.4700000,222.0800000,223.1800000,94039040
20190429,000000,223.7000000,229.0900000,223.0500000,228.8000000,48768500
20190430,000000,229.0200000,229.0200000,223.8100000,225.1700000,63392980
20190502,000000,226.0000000,229.8400000,225.8500000,229.1000000,36429060
20190503,000000,229.6900000,233.0000000,228.5500000,232.5200000,47604250
20190506,000000,228.7200000,232.8000000,227.0000000,232.8000000,48147810
20190507,000000,232.7000000,234.3400000,230.2600000,231.4900000,46470700
20190508,000000,231.0300000,232.5000000,229.5000000,230.0000000,42255720
20190510,000000,227.0000000,229.4900000,226.1100000,227.0000000,43963230
20190513,000000,226.6000000,228.6700000,224.1500000,224.2200000,47065110
20190514,000000,224.6000000,230.5500000,224.6000000,227.8800000,76555100
20190515,000000,228.9200000,230.9600000,224.4300000,228.6900000,61009200
20190516,000000,228.9800000,231.4500000,227.5900000,228.1900000,40094740
20190517,000000,226.9800000,228.2400000,226.0000000,226.9400000,28412300
20190520,000000,228.1000000,229.1800000,225.1000000,226.0000000,30088250
20190521,000000,227.0200000,232.7100000,226.0400000,232.7100000,59067410
20190522,000000,233.1300000,237.4000000,230.8000000,235.8600000,59371310
20190523,000000,234.4800000,235.3700000,228.5700000,229.3000000,51293570
20190524,000000,231.2100000,236.4500000,231.2000000,234.4500000,65680760
20190527,000000,235.2700000,237.0000000,233.8300000,236.0000000,27752790
20190528,000000,236.4000000,237.4700000,230.6000000,233.1900000,74031020
20190529,000000,232.1900000,234.3000000,230.2500000,233.4000000,51364080
20190530,000000,234.5600000,235.2100000,231.9100000,232.7500000,36306660
20190531,000000,230.5600000,234.1000000,229.2100000,233.2400000,53296760
20190603,000000,231.1800000,241.5000000,230.3500000,239.9500000,84406830
20190604,000000,239.8500000,240.2500000,234.8000000,236.0000000,69935260
20190605,000000,236.1200000,240.3000000,235.1100000,239.0000000,52756470
20190606,000000,238.8700000,246.3400000,238.5300000,244.8900000,61323390
20190607,000000,246.3800000,249.0000000,246.0600000,248.2800000,68267530
20190610,000000,249.5800000,250.6500000,245.2000000,249.0000000,62543690
20190611,000000,235.5000000,239.0000000,235.1100000,235.8900000,67252510
20190613,000000,236.5000000,241.0700000,232.5500000,240.4900000,75143890
20190614,000000,240.6000000,243.8000000,237.1000000,238.8000000,50167230
20190617,000000,238.9100000,240.8700000,237.5000000,237.8000000,33592970
20190618,000000,237.2500000,241.9900000,236.3600000,241.8000000,48909090
20190619,000000,242.5000000,242.9500000,238.7000000,240.4000000,33760330
20190620,000000,241.9800000,244.9900000,241.4000000,244.1000000,64284450
20190621,000000,243.0100000,243.9000000,237.5600000,238.0200000,60981900
20190624,000000,239.0100000,240.7500000,238.4200000,239.0900000,27673280
20190625,000000,238.9500000,239.2000000,234.2000000,236.7000000,38507450
20190626,000000,236.8000000,241.3700000,235.8100000,240.5900000,39691210
20190627,000000,240.4200000,242.4400000,238.3000000,240.5000000,48108550
20190628,000000,240.1200000,241.2300000,237.8700000,238.5500000,33373530
20190701,000000,240.9800000,243.9000000,240.2100000,242.9800000,50562960
20190702,000000,242.5200000,242.7400000,239.7000000,241.2000000,28531390
20190703,000000,241.0000000,243.7000000,240.1700000,241.5100000,32693350
20190704,000000,241.9700000,243.0000000,240.8100000,242.8200000,25303020
20190705,000000,242.9500000,243.5000000,241.6100000,242.8300000,27841230
20190708,000000,242.2200000,243.3000000,240.6800000,243.3000000,28458070
20190709,000000,242.9500000,243.7000000,241.8700000,242.7400000,26334670
20190710,000000,243.1100000,245.5000000,242.0100000,243.7600000,41586230
20190711,000000,244.5200000,244.9700000,240.1700000,241.3000000,33101970
20190712,000000,241.2900000,241.5000000,236.3700000,237.0200000,47658170
20190715,000000,237.9000000,238.5900000,234.2300000,235.2700000,44987070
20190716,000000,234.6500000,235.3000000,232.2500000,234.7500000,36144200
20190717,000000,234.3200000,238.0400000,233.5000000,234.6300000,33512230
20190718,000000,233.8100000,236.4000000,233.5000000,234.7800000,22818540
20190719,000000,236.3500000,237.9300000,232.3200000,232.8500000,34586080
20190722,000000,232.9300000,233.9800000,228.5700000,230.3500000,37930900
20190723,000000,230.5000000,232.8300000,228.5200000,232.4800000,36306690
20190724,000000,233.7200000,234.0000000,229.9000000,230.6500000,27236550
20190725,000000,229.9900000,234.6500000,229.0200000,232.9000000,33004560
20190726,000000,232.5000000,233.9900000,230.2500000,230.5500000,25904020
20190729,000000,230.7000000,233.7400000,230.1800000,232.8000000,18366190
20190730,000000,233.1400000,236.0000000,231.1300000,236.0000000,34773990
20190731,000000,237.5100000,237.5500000,233.1100000,233.4900000,50356650
20190801,000000,232.1500000,232.4600000,228.5000000,229.5000000,56032690
20190802,000000,224.9100000,226.8800000,220.3000000,220.8100000,94010550
20190805,000000,219.7800000,224.0000000,219.4500000,222.2400000,49041610
20190806,000000,222.7700000,226.8800000,222.3000000,226.0100000,48720730
20190807,000000,225.8900000,227.6000000,221.9000000,222.2500000,49530250
20190808,000000,224.6000000,225.9000000,223.1800000,223.9300000,31144010
20190809,000000,224.0600000,224.3600000,220.6700000,220.6700000,31478890
20190812,000000,222.3800000,222.9900000,219.7400000,222.3000000,28695760
20190813,000000,221.3100000,225.7500000,220.0700000,223.1800000,46706040
20190814,000000,224.1000000,224.2500000,216.6000000,217.1100000,52004130
20190815,000000,218.5000000,218.9400000,212.8800000,214.5900000,68165210
20190816,000000,215.8000000,216.7500000,213.9100000,215.0500000,38353770
20190819,000000,217.0400000,218.2000000,214.0600000,217.4000000,37521900
20190820,000000,217.6300000,219.2300000,215.5300000,216.0000000,36984710
20190821,000000,216.9600000,219.5000000,215.8000000,218.6200000,42898300
20190822,000000,218.2500000,220.4000000,217.3500000,219.5000000,45670450
20190823,000000,220.2100000,223.1000000,217.8600000,219.5000000,54739920
20190826,000000,217.5400000,219.6400000,216.5300000,218.5000000,34995860
20190827,000000,218.8800000,219.0500000,215.6100000,217.8900000,51323830
20190828,000000,218.0800000,219.0800000,217.1800000,218.3000000,30139230
20190829,000000,218.4700000,221.5000000,218.0500000,221.5000000,35886460
20190830,000000,221.9100000,225.2000000,221.2100000,224.2000000,58155090
20190902,000000,224.0500000,227.8400000,223.4100000,226.6800000,38911370
20190903,000000,225.9400000,226.2500000,222.0500000,224.0000000,44465820
20190904,000000,225.3000000,227.5000000,224.6900000,227.1000000,41551160
20190905,000000,229.5100000,230.9300000,228.3600000,230.7900000,54585230
20190906,000000,231.0000000,231.2000000,228.3600000,229.0200000,37869960
20190909,000000,229.8800000,230.8700000,227.6100000,229.0000000,22721370
20190910,000000,228.6000000,235.2300000,227.1000000,233.3000000,60365220
20190911,000000,233.5000000,235.9000000,232.6200000,234.7200000,41834400
20190912,000000,234.9000000,235.4200000,232.8100000,234.5700000,38921290
20190913,000000,234.1700000,235.0000000,231.9100000,233.0000000,23097450
20190916,000000,234.9800000,235.5300000,233.2000000,235.3200000,39411110
20190917,000000,235.2200000,237.2000000,233.9900000,235.8900000,55730800
20190918,000000,235.7100000,236.4500000,234.4500000,235.3000000,25586000
20190919,000000,234.8600000,235.4900000,233.1200000,234.9800000,39418060
20190920,000000,234.9800000,235.5000000,230.7200000,232.0000000,40550620
20190923,000000,231.7100000,232.1700000,229.0500000,229.7000000,28163380
20190924,000000,229.9500000,231.9900000,227.1100000,227.5000000,43394690
20190925,000000,226.5000000,228.3000000,225.3000000,228.0900000,37893030
20190926,000000,228.2300000,230.9000000,227.7100000,229.0900000,32718120
20190927,000000,229.2000000,229.9600000,228.0500000,228.0500000,18019780
20190930,000000,228.5700000,229.0000000,226.0500000,227.7100000,30218260
20191001,000000,227.6100000,229.5600000,226.4900000,226.4900000,29831350
20191002,000000,226.0500000,226.6300000,223.0300000,223.5000000,42412900
20191003,000000,223.5900000,225.6400000,222.6100000,224.0800000,38355010
20191004,000000,224.9000000,226.0600000,221.8700000,222.7600000,32106750
20191007,000000,223.1700000,227.8000000,222.4100000,227.5500000,40102200
20191008,000000,227.7500000,228.1800000,225.1500000,226.0300000,30959840
20191009,000000,226.0300000,229.0000000,225.5200000,227.7000000,39702090
20191010,000000,227.7000000,228.9400000,225.6200000,228.5000000,31708420
20191011,000000,229.5000000,231.2000000,228.9700000,230.3100000,37412420
20191014,000000,230.2900000,230.6700000,227.8200000,228.4000000,34582240
20191015,000000,228.6000000,229.8800000,227.0000000,229.4000000,30721760
20191016,000000,229.1000000,231.2000000,229.1000000,231.0000000,39205260
20191017,000000,230.7400000,233.5000000,230.5200000,233.5000000,45971100
20191018,000000,233.2100000,236.0300000,232.8000000,235.5500000,42706040
20191021,000000,236.0200000,236.8800000,234.0400000,234.9400000,28395030
20191022,000000,235.0200000,239.7700000,235.0000000,239.7700000,40288490
20191023,000000,239.2000000,240.1800000,237.7600000,239.5700000,34578200
20191024,000000,239.6300000,242.7800000,239.0600000,242.7800000,40358060
20191025,000000,242.5500000,242.7700000,237.8500000,240.0000000,49759850
20191028,000000,240.5100000,242.3300000,235.2500000,237.0300000,39033330
20191029,000000,237.1000000,240.2000000,236.0000000,240.1100000,41488880
20191030,000000,239.6900000,242.2000000,237.8500000,239.5100000,43559920
20191031,000000,240.7200000,242.0000000,234.0100000,234.8900000,60238840
20191101,000000,235.3500000,236.7400000,232.8000000,236.4000000,39183190
20191105,000000,239.6000000,240.9800000,236.7000000,238.5300000,43257820
20191106,000000,238.4200000,239.0200000,236.5200000,239.0200000,33383900
20191107,000000,238.1100000,242.9500000,237.7100000,242.5000000,44637570
20191108,000000,241.4200000,241.6800000,238.7000000,240.1700000,30473030
20191111,000000,239.0200000,242.4000000,238.3100000,241.5000000,27111060
20191112,000000,241.8000000,243.7400000,239.5000000,239.8700000,35513320
20191113,000000,239.0600000,239.5700000,235.8100000,237.2100000,31373320
20191114,000000,237.6200000,239.1300000,236.8200000,237.5000000,34316400
20191115,000000,237.8500000,240.1800000,236.4500000,240.0000000,30652680
20191118,000000,240.5900000,241.2300000,236.3600000,237.4500000,32941310
20191119,000000,237.5200000,239.8200000,237.2000000,239.2500000,29128910
20191120,000000,238.6000000,240.2000000,237.1000000,237.7800000,28091490
20191121,000000,237.3700000,238.0000000,235.8000000,237.1500000,24612470
20191122,000000,236.5800000,240.1900000,236.5300000,238.1300000,33565030
20191125,000000,238.6800000,239.7500000,237.2100000,237.9800000,17536530
20191126,000000,238.0100000,238.1000000,234.3500000,235.0000000,58327470
20191127,000000,235.2500000,236.4500000,233.5100000,234.2200000,21871060
20191128,000000,234.1000000,235.5000000,233.1000000,235.2000000,18849720
20191129,000000,234.6500000,235.1400000,231.9700000,233.9800000,27230330
20191202,000000,234.5900000,236.3700000,233.0000000,233.7700000,28186930
20191203,000000,233.2800000,234.0600000,230.1300000,230.6600000,26676820
20191204,000000,230.7200000,232.2400000,229.5000000,231.5900000,24285490
20191205,000000,231.8900000,232.1500000,229.0300000,231.7100000,23157550
20191206,000000,232.0000000,235.1400000,231.5500000,235.1400000,33265080
20191209,000000,235.4600000,237.5000000,234.3000000,237.0400000,31683450
20191210,000000,236.6000000,239.2900000,236.0000000,237.9100000,36059810
20191211,000000,237.8100000,241.2300000,237.7000000,240.3200000,44152540
20191212,000000,242.0100000,242.3000000,240.0900000,241.0500000,36011490
20191213,000000,242.0200000,243.2500000,241.1000000,241.2100000,33100880
20191216,000000,242.0200000,242.4800000,240.1300000,241.4500000,25489190
20191217,000000,241.8200000,242.9600000,241.0000000,241.6000000,33821980
20191218,000000,241.2100000,246.2500000,240.3600000,246.2000000,55754300
20191219,000000,246.2700000,248.4000000,243.1000000,244.0000000,59872840
20191220,000000,244.6000000,245.4000000,243.7200000,244.7100000,32926290
20191223,000000,244.7500000,249.1900000,244.0700000,248.8000000,23950490
20191224,000000,248.8000000,249.8900000,247.2700000,248.6700000,21016800
20191225,000000,248.9800000,249.3000000,247.1100000,248.0400000,7910360
20191226,000000,248.2000000,249.2400000,246.7100000,248.2400000,12979620
20191227,000000,248.5600000,252.9500000,248.5500000,252.0600000,31907600
20191230,000000,252.0900000,256.0000000,250.7300000,254.7500000,43131930
20200103,000000,255.9700000,258.1900000,253.7000000,255.0000000,35824160
20200106,000000,254.7500000,254.8400000,251.4000000,253.9000000,22327940
20200108,000000,253.6200000,259.1500000,253.0300000,259.1500000,40736030
20200109,000000,259.4100000,261.7600000,257.0100000,257.9900000,38196300
20200110,000000,257.9100000,259.2500000,256.8800000,258.1900000,18841650
20200113,000000,258.2100000,262.4000000,257.1500000,262.4000000,25849900
20200114,000000,262.5800000,263.2200000,258.6200000,259.0500000,31097130
20200115,000000,258.4500000,258.9100000,254.2100000,256.3100000,49328500
20200116,000000,257.1100000,259.5100000,256.1000000,257.5100000,40225420
20200117,000000,258.2000000,262.8200000,257.7500000,262.5000000,44891340
20200120,000000,263.2200000,266.9700000,261.8000000,266.2800000,29749210
20200121,000000,265.4700000,268.9000000,263.0200000,268.0600000,37927820
20200122,000000,268.6300000,270.8000000,265.5000000,266.5400000,44170920
20200123,000000,264.9000000,266.8900000,262.2400000,263.7300000,40484270
20200124,000000,264.5300000,267.5000000,264.2100000,265.4900000,27246250
20200127,000000,260.9900000,262.1000000,255.3200000,255.3200000,56011660
20200128,000000,257.0500000,258.8400000,254.1000000,257.7000000,47921360
20200129,000000,258.4000000,261.5700000,257.6100000,259.9400000,34921040
20200130,000000,257.9700000,258.6900000,255.2700000,257.3100000,31552340
20200131,000000,258.5000000,259.2000000,252.1700000,252.2000000,47800190
20200203,000000,251.8000000,254.9600000,251.1000000,253.9900000,52621110
20200204,000000,255.3300000,257.3800000,252.9000000,255.4000000,49731290
20200205,000000,255.8900000,257.6600000,253.1400000,255.2000000,50719760
20200206,000000,256.6600000,258.0000000,251.8600000,252.1100000,43319020
20200207,000000,253.1300000,254.3000000,248.7300000,254.3000000,50059840
20200210,000000,254.5500000,255.7300000,252.0700000,252.2600000,34935840
20200211,000000,253.7800000,259.7700000,253.0000000,254.5000000,79392360
20200212,000000,255.4000000,255.4900000,252.3100000,254.5000000,52447350
20200213,000000,253.6200000,255.1800000,252.5000000,253.8900000,36654420
20200214,000000,254.3800000,254.3800000,251.4000000,251.7500000,29982140
20200217,000000,252.5000000,253.1000000,250.1300000,251.3600000,26370580
20200218,000000,250.0800000,250.4400000,247.5700000,249.2000000,36259430
20200219,000000,250.3700000,250.6800000,247.9500000,249.7000000,25740870
20200220,000000,250.0700000,252.1700000,249.1300000,250.1500000,30707880
20200221,000000,248.4200000,251.4900000,247.2400000,250.8000000,27682840
20200225,000000,247.9800000,248.8300000,245.1700000,245.1900000,40505070
20200226,000000,244.7500000,251.2100000,243.2200000,250.8000000,67529090
20200227,000000,247.5000000,248.9800000,242.0000000,242.8800000,57887670
20200228,000000,234.9600000,239.0000000,231.0000000,233.3600000,123187610
20200302,000000,238.5500000,241.0000000,218.8600000,228.1700000,101688550
20200303,000000,233.0000000,239.0000000,232.2800000,236.6300000,83491100
20200304,000000,234.1300000,236.7000000,232.6200000,235.2700000,54165550
20200305,000000,237.0300000,238.7200000,230.6400000,232.3300000,56972700
20200306,000000,227.9900000,229.2000000,216.6700000,219.9900000,103932680
20200310,000000,197.9900000,212.7400000,184.8600000,201.2000000,243308680
20200311,000000,202.2000000,204.3300000,192.0500000,194.5300000,137765860
20200312,000000,185.1700000,187.8700000,173.1400000,175.9100000,197162330
20200313,000000,175.0000000,199.5200000,174.3000000,198.6000000,262618120
20200316,000000,194.0000000,196.7000000,186.0000000,195.8500000,173656160
20200317,000000,194.9200000,204.7800000,183.8000000,184.0100000,183602360
20200318,000000,178.9500000,182.2000000,172.1500000,174.2700000,154736970
20200319,000000,178.5000000,190.1500000,173.0600000,189.5100000,187222370
20200320,000000,198.6200000,201.8600000,192.0500000,195.6900000,170124950
20200323,000000,188.0000000,190.9900000,182.1000000,183.3700000,157690770
20200324,000000,193.3000000,195.0000000,189.1000000,192.6400000,104281150
20200325,000000,196.3700000,201.0000000,182.3200000,188.0800000,187724830
20200326,000000,187.6900000,191.2000000,182.8000000,188.0700000,111338470
20200327,000000,188.0500000,188.9700000,180.1700000,180.3800000,114106500
20200330,000000,177.0300000,183.2000000,174.9000000,183.0000000,93995170
20200331,000000,186.0000000,188.7700000,184.2500000,187.2100000,113605840
20200401,000000,183.2000000,185.4700000,182.0000000,184.7800000,76453050
20200402,000000,188.3400000,189.9000000,182.0000000,186.9500000,125289380
20200403,000000,186.6000000,187.4900000,184.2800000,185.6400000,92726520
20200406,000000,187.5200000,192.0200000,186.4200000,190.7000000,77520920
20200407,000000,193.1000000,200.5400000,193.0600000,197.6300000,136262480
20200408,000000,196.2000000,200.2900000,195.1200000,200.2900000,89695510
20200409,000000,202.4000000,205.4400000,199.3000000,203.6100000,109748080
20200410,000000,201.8500000,202.7500000,200.7000000,201.9900000,28658630
20200413,000000,201.9900000,202.1600000,197.3200000,198.2600000,41196340
20200414,000000,199.9900000,202.8500000,196.1000000,197.3700000,80132500
20200415,000000,196.0000000,196.2500000,186.0600000,186.0700000,97979270
20200416,000000,187.2200000,191.6700000,183.5300000,188.5000000,109069050
20200417,000000,192.5000000,192.7000000,188.2800000,191.8000000,71522530
20200420,000000,190.6000000,192.2300000,187.3100000,189.3200000,62162030
20200421,000000,185.5400000,187.5000000,183.6500000,186.0500000,94053840
20200422,000000,185.0500000,191.9400000,184.5000000,190.2000000,75194080
20200423,000000,192.0000000,192.5000000,188.6800000,190.9400000,62581600
20200424,000000,189.7300000,191.6500000,187.7000000,188.9100000,55252250
20200427,000000,189.9500000,190.5000000,188.4300000,188.9000000,43627150
20200428,000000,188.5500000,194.2200000,188.1700000,192.8000000,78555750
20200429,000000,194.3600000,195.8000000,192.8600000,195.8000000,69766160
20200430,000000,196.5200000,199.7000000,195.4600000,197.2500000,87028430
20200504,000000,195.6800000,195.6800000,193.2600000,193.6900000,56239930
20200505,000000,195.5400000,196.4600000,194.0000000,194.7500000,35239920
20200506,000000,194.9900000,197.2300000,194.3000000,195.7000000,49513900
20200507,000000,196.0000000,198.1500000,195.0600000,195.5100000,57670560
20200508,000000,196.0000000,196.2500000,194.6000000,196.0200000,33775280
20200512,000000,193.3000000,198.0000000,191.2000000,191.4000000,67270320
20200513,000000,190.0500000,190.6000000,186.6600000,187.3100000,63256890
20200514,000000,186.4900000,188.2000000,183.5000000,183.8100000,76532900
20200515,000000,186.1300000,186.7800000,183.3300000,183.8500000,63033850
20200518,000000,186.0600000,190.0000000,185.4000000,188.9300000,77252650
20200519,000000,190.3800000,192.5500000,186.8000000,189.0000000,105168650
20200520,000000,188.4500000,193.9800000,186.6000000,193.9800000,93311880
20200521,000000,194.0000000,196.3100000,191.5000000,192.4000000,79390610
20200522,000000,190.9700000,191.2500000,188.6000000,188.9000000,56926660
20200525,000000,189.6200000,191.3100000,188.8000000,191.0000000,23090830
20200526,000000,192.8300000,196.1000000,192.1100000,194.0000000,79038520
20200527,000000,194.0100000,198.9700000,193.3200000,198.5100000,115900270
20200528,000000,199.3300000,205.0000000,198.4000000,205.0000000,117073600
20200529,000000,204.2000000,204.4000000,199.1700000,200.5000000,106525280
20200601,000000,203.1000000,205.9300000,201.8100000,203.6600000,65100110
20200602,000000,204.5700000,212.0000000,204.0000000,212.0000000,116798700
20200603,000000,214.0000000,221.9200000,213.5100000,221.5000000,144505760
20200604,000000,220.6700000,221.0000000,212.5500000,213.1000000,122406780
20200605,000000,215.1300000,219.9300000,213.6000000,219.1000000,88508590
20200608,000000,219.7300000,223.1500000,217.4500000,220.3000000,88612450
20200609,000000,221.1900000,221.8800000,215.4400000,217.2300000,69097350
20200610,000000,217.0000000,217.5800000,211.8200000,212.5300000,91851980
20200611,000000,208.9900000,209.2400000,206.0100000,208.3500000,69726170
20200615,000000,205.0700000,207.8500000,202.3000000,207.3200000,75360850
20200616,000000,210.3000000,212.1900000,207.5200000,207.7600000,66267920
20200617,000000,208.5200000,210.3500000,206.9400000,208.1400000,56455710
20200618,000000,207.8000000,208.1000000,202.7200000,203.7700000,72204680
20200619,000000,205.3900000,209.2000000,204.5500000,207.0000000,74923730
20200622,000000,206.7000000,207.9500000,204.2800000,206.4000000,58621480
20200623,000000,207.5100000,209.7400000,206.4300000,207.3000000,53213440
20200625,000000,200.9900000,207.0000000,200.7500000,206.9200000,70420930
20200626,000000,206.9700000,207.5000000,201.7600000,203.1500000,46627040
20200629,000000,201.0900000,205.8600000,200.9700000,205.8000000,42613600
20200630,000000,205.6600000,206.0000000,202.3600000,203.2200000,43705610
20200702,000000,205.0100000,210.1500000,204.2800000,209.6000000,76154820
20200703,000000,210.0000000,211.9700000,209.0000000,210.9500000,50602810
20200706,000000,212.9400000,216.7900000,212.9400000,214.6100000,55118170
20200707,000000,212.9000000,214.2300000,210.5100000,210.5300000,44709210
20200708,000000,210.8000000,212.2900000,209.3000000,210.9700000,41999670
20200709,000000,210.7000000,211.7000000,208.1000000,209.1100000,45129130
